homonym,judged_meaning,precontext,sentence,ending,choices,average,stdev,nonsensical,sample_id,example_sentence
differentiate,calculate a derivative; take the derivative,"The research team gathered around the conference table, examining the intricate patterns on the graphs. They knew that their analysis would be critical for the upcoming presentation. However, the complexity of the patterns left room for errors in interpretation.","In order to solve this problem, they need to differentiate the data carefully.",,"[3, 5, 5, 2, 3]",3.6,1.3416407864998738,"[False, False, False, False, False]",1524,We need to differentiate this function.
quarter,a United States or Canadian coin worth one fourth of a dollar,"The children gathered around the vending machine, staring intently. They couldn't decide if they were hungry or just bored. In the corner of the playground, a group began to argue about the game rules.",Give them some quarter.,This would allow them to buy the sweets they want.,"[3, 1, 1, 5, 2]",2.4,1.6733200530681511,"[False, False, True, False, True]",3493,I found two quarters in my pocket.
quarter,clemency or mercy shown to a defeated opponent,"The children gathered around the vending machine, staring intently. They couldn't decide if they were hungry or just bored. In the corner of the playground, a group began to argue about the game rules.",Give them some quarter.,This would allow them to buy the sweets they want.,"[2, 5, 1, 3, 1]",2.4,1.6733200530681511,"[False, False, False, True, False]",3494,He begged for quarter after losing.
quarter,a United States or Canadian coin worth one fourth of a dollar,"The children gathered around the vending machine, staring intently. They couldn't decide if they were hungry or just bored. In the corner of the playground, a group began to argue about the game rules.",Give them some quarter.,"After all, it was a new machine, and nobody knew how to work it.","[1, 1, 2, 5, 2]",2.2,1.6431676725154984,"[False, False, False, False, False]",3495,I found two quarters in my pocket.
quarter,clemency or mercy shown to a defeated opponent,"The children gathered around the vending machine, staring intently. They couldn't decide if they were hungry or just bored. In the corner of the playground, a group began to argue about the game rules.",Give them some quarter.,"After all, it was a new machine, and nobody knew how to work it.","[2, 2, 1, 3, 1]",1.8,0.8366600265340756,"[True, True, False, False, True]",3496,He begged for quarter after losing.
quarter,a United States or Canadian coin worth one fourth of a dollar,"The children gathered around the vending machine, staring intently. They couldn't decide if they were hungry or just bored. In the corner of the playground, a group began to argue about the game rules.",Give them some quarter.,,"[3, 5, 1, 1, 4]",2.8,1.7888543819998317,"[False, False, False, False, False]",3497,I found two quarters in my pocket.
quarter,clemency or mercy shown to a defeated opponent,"The children gathered around the vending machine, staring intently. They couldn't decide if they were hungry or just bored. In the corner of the playground, a group began to argue about the game rules.",Give them some quarter.,,"[2, 3, 5, 5, 4]",3.8,1.3038404810405297,"[False, False, False, False, False]",3498,He begged for quarter after losing.
leak,tell anonymously,"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong.","The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from.","Someone had told the whole office, and Chris was determined to find out who.","[2, 4, 3, 4, 4]",3.4,0.8944271909999159,"[False, False, False, False, False]",2089,The informant leaked sensitive information.
leak,enter or escape as through a hole or crack or fissure,"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong.","The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from.","Someone had told the whole office, and Chris was determined to find out who.","[5, 5, 2, 3, 5]",4.0,1.4142135623730951,"[False, False, False, False, False]",2090,Water leaked through the ceiling cracks.
leak,tell anonymously,"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong.","The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from.",He looked up at the ceiling in order to see where the water was dripping from.,"[1, 1, 2, 2, 1]",1.4,0.5477225575051661,"[False, False, False, False, False]",2091,The informant leaked sensitive information.
leak,enter or escape as through a hole or crack or fissure,"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong.","The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from.",He looked up at the ceiling in order to see where the water was dripping from.,"[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",2092,Water leaked through the ceiling cracks.
leak,tell anonymously,"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong.","The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from.",,"[3, 1, 1, 1, 2]",1.6,0.8944271909999159,"[False, False, False, False, False]",2093,The informant leaked sensitive information.
leak,enter or escape as through a hole or crack or fissure,"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong.","The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from.",,"[4, 5, 5, 4, 5]",4.6,0.5477225575051661,"[False, False, False, False, False]",2094,Water leaked through the ceiling cracks.
leaked,tell anonymously,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",Who could possibly be the culprit for sharing the secret information?,"[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",2197,The informant leaked sensitive information.
leaked,enter or escape as through a hole or crack or fissure,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",Who could possibly be the culprit for sharing the secret information?,"[2, 1, 1, 1, 1]",1.2,0.4472135954999579,"[False, False, False, False, False]",2198,Water leaked through the ceiling cracks.
leaked,tell anonymously,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",He scanned his notes again.,"[5, 5, 4, 5, 5]",4.8,0.4472135954999579,"[False, False, False, False, False]",2199,The informant leaked sensitive information.
leaked,enter or escape as through a hole or crack or fissure,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",He scanned his notes again.,"[1, 1, 1, 1, 1]",1.0,0.0,"[False, False, False, False, False]",2200,Water leaked through the ceiling cracks.
leaked,tell anonymously,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",,"[5, 5, 4, 3, 5]",4.4,0.8944271909999159,"[True, False, False, False, False]",2201,The informant leaked sensitive information.
leaked,enter or escape as through a hole or crack or fissure,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",,"[1, 2, 2, 2, 1]",1.6,0.5477225575051661,"[False, False, False, False, False]",2202,Water leaked through the ceiling cracks.
manila,a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp,"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,"Reflecting a smooth, light brown yet still cardboard-type finish that old documents resemble.","[5, 5, 1, 3, 5]",3.8,1.7888543819998317,"[False, False, True, False, False]",1345,I need manila folders for my documents.
manila,the capital and largest city of the Philippines; located on southern Luzon,"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,"Reflecting a smooth, light brown yet still cardboard-type finish that old documents resemble.","[1, 1, 1, 1, 1]",1.0,0.0,"[False, False, False, False, False]",1346,I visited Manila last summer.
manila,a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp,"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,She felt it would help remind her of the amazing time that she spent in the Philippines.,"[5, 5, 3, 3, 5]",4.2,1.0954451150103321,"[False, False, False, False, False]",1347,I need manila folders for my documents.
manila,the capital and largest city of the Philippines; located on southern Luzon,"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,She felt it would help remind her of the amazing time that she spent in the Philippines.,"[1, 1, 3, 3, 3]",2.2,1.0954451150103321,"[False, False, False, False, False]",1348,I visited Manila last summer.
manila,a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp,"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,,"[5, 4, 3, 4, 1]",3.4,1.51657508881031,"[False, False, False, False, False]",1349,I need manila folders for my documents.
manila,the capital and largest city of the Philippines; located on southern Luzon,"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,,"[1, 1, 1, 2, 1]",1.2,0.4472135954999579,"[False, False, False, False, False]",1350,I visited Manila last summer.
strained,to exert much effort or energy,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,"Hopefully, the first time had loosened it.","[1, 1, 3, 4, 2]",2.2,1.3038404810405297,"[False, False, False, False, False]",1183,We had to strain to listen.
strained,separate by passing through a sieve or other straining device to separate out coarser elements,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,"Hopefully, the first time had loosened it.","[1, 1, 1, 1, 1]",1.0,0.0,"[False, False, False, False, False]",1184,Strain the pasta before serving.
strained,to exert much effort or energy,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,"Tom grabbed the cloth and carefully poured the contents into the mesh, watching as the liquid filtered through.","[2, 3, 5, 1, 1]",2.4,1.6733200530681511,"[False, False, False, False, False]",1185,We had to strain to listen.
strained,separate by passing through a sieve or other straining device to separate out coarser elements,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,"Tom grabbed the cloth and carefully poured the contents into the mesh, watching as the liquid filtered through.","[3, 3, 5, 5, 3, 4]",3.8333333333333335,0.983192080250175,"[False, False, False, False, True, False]",1186,Strain the pasta before serving.
strained,to exert much effort or energy,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,,"[5, 2, 3, 1, 3]",2.8,1.4832396974191326,"[False, False, False, False, False]",1187,We had to strain to listen.
strained,separate by passing through a sieve or other straining device to separate out coarser elements,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,,"[1, 1, 1, 1, 1]",1.0,0.0,"[False, False, False, False, False]",1188,Strain the pasta before serving.
tables,a set of data arranged in rows and columns,The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,"With the format sorted, they finally got to rest.","[1, 4, 1, 4, 3]",2.6,1.51657508881031,"[False, False, False, False, False]",955,The report includes a detailed table.
tables,a piece of furniture with tableware for a meal laid out on it,The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,"With the format sorted, they finally got to rest.","[2, 5, 5, 4, 3]",3.8,1.3038404810405297,"[False, False, False, False, False]",956,The table was set for dinner.
tables,a set of data arranged in rows and columns,The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,"She put the chairs in front of each of them, ready for the audience's arrival.","[1, 2, 1, 1, 1]",1.2,0.4472135954999579,"[False, False, False, False, False]",957,The report includes a detailed table.
tables,a piece of furniture with tableware for a meal laid out on it,The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,"She put the chairs in front of each of them, ready for the audience's arrival.","[2, 4, 5, 5, 5]",4.2,1.3038404810405297,"[False, False, False, False, False]",958,The table was set for dinner.
tables,a set of data arranged in rows and columns,The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,,"[3, 1, 3, 3, 2]",2.4,0.8944271909999159,"[False, False, False, False, False]",959,The report includes a detailed table.
tables,a piece of furniture with tableware for a meal laid out on it,The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,,"[1, 3, 2, 5, 2]",2.6,1.51657508881031,"[False, False, False, False, False]",960,The table was set for dinner.
score,a number or letter indicating quality (especially of a student's performance),"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,She was very pleased with her high result.,"[5, 4, 5, 2, 4]",4.0,1.224744871391589,"[False, False, False, False, False]",31,She got a high score on the test.
score,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,She was very pleased with her high result.,"[4, 4, 3, 5, 3]",3.8,0.8366600265340756,"[False, False, False, False, False]",32,He analyzed the score of the symphony.
score,a number or letter indicating quality (especially of a student's performance),"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,The composer was well known for his exceptional musical talent.,"[1, 1, 2, 2, 1]",1.4,0.5477225575051661,"[False, False, False, False, False]",33,She got a high score on the test.
score,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,The composer was well known for his exceptional musical talent.,"[4, 5, 5, 4, 5]",4.6,0.5477225575051661,"[False, False, False, False, False]",34,He analyzed the score of the symphony.
score,a number or letter indicating quality (especially of a student's performance),"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,,"[5, 5, 4, 2, 1]",3.4,1.816590212458495,"[False, False, False, False, False]",35,She got a high score on the test.
score,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,,"[4, 4, 5, 5, 5]",4.6,0.5477225575051661,"[False, False, False, False, False]",36,He analyzed the score of the symphony.
score,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,"This was because the manuscript was very creative and ambitious, and the orchestra really performed to perfection.","[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",2881,He analyzed the score of the symphony.
score,a large number or amount,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,"This was because the manuscript was very creative and ambitious, and the orchestra really performed to perfection.","[5, 1, 5, 1, 1]",2.6,2.1908902300206643,"[False, False, False, False, False]",2882,She earned scores of compliments today.
score,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,There was a huge improvement.,"[5, 4, 4, 5, 5]",4.6,0.5477225575051661,"[False, False, False, False, False]",2883,He analyzed the score of the symphony.
score,a large number or amount,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,There was a huge improvement.,"[2, 1, 5, 1, 2]",2.2,1.6431676725154984,"[False, False, False, False, False]",2884,She earned scores of compliments today.
score,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,,"[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",2885,He analyzed the score of the symphony.
score,a large number or amount,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,,"[2, 1, 4, 2, 1]",2.0,1.224744871391589,"[False, False, False, False, False]",2886,She earned scores of compliments today.
drooling,"be envious, desirous, eager for, or extremely happy about something","Sarah invited her friends over for a surprise baking party. They spent the afternoon mixing ingredients and chatting excitedly. As the cake baked, anticipation filled the room.","When the cake came out of the oven, the smell had them all drooling in the kitchen.","Their eyes lit up as the sweet smells surrounded them, and their faces filled with such joy and eagerness to try the amazing-looking cake.","[3, 5, 5, 5, 5]",4.6,0.8944271909999159,"[False, False, False, False, False]",679,He drooled over the new sports car.
drooling,let saliva drivel from the mouth,"Sarah invited her friends over for a surprise baking party. They spent the afternoon mixing ingredients and chatting excitedly. As the cake baked, anticipation filled the room.","When the cake came out of the oven, the smell had them all drooling in the kitchen.","Their eyes lit up as the sweet smells surrounded them, and their faces filled with such joy and eagerness to try the amazing-looking cake.","[4, 5, 3, 5, 5]",4.4,0.8944271909999159,"[False, False, False, False, False]",680,The baby began to dribble with joy.
drooling,"be envious, desirous, eager for, or extremely happy about something","Sarah invited her friends over for a surprise baking party. They spent the afternoon mixing ingredients and chatting excitedly. As the cake baked, anticipation filled the room.","When the cake came out of the oven, the smell had them all drooling in the kitchen.","They stood by the counter, mouths open and drool starting to drip as the cake’s smell filled the room.","[5, 4, 5, 5, 3]",4.4,0.8944271909999159,"[False, False, False, False, False]",681,He drooled over the new sports car.
drooling,let saliva drivel from the mouth,"Sarah invited her friends over for a surprise baking party. They spent the afternoon mixing ingredients and chatting excitedly. As the cake baked, anticipation filled the room.","When the cake came out of the oven, the smell had them all drooling in the kitchen.","They stood by the counter, mouths open and drool starting to drip as the cake’s smell filled the room.","[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",682,The baby began to dribble with joy.
drooling,"be envious, desirous, eager for, or extremely happy about something","Sarah invited her friends over for a surprise baking party. They spent the afternoon mixing ingredients and chatting excitedly. As the cake baked, anticipation filled the room.","When the cake came out of the oven, the smell had them all drooling in the kitchen.",,"[4, 5, 5, 3, 5]",4.4,0.8944271909999159,"[False, False, False, False, False]",683,He drooled over the new sports car.
drooling,let saliva drivel from the mouth,"Sarah invited her friends over for a surprise baking party. They spent the afternoon mixing ingredients and chatting excitedly. As the cake baked, anticipation filled the room.","When the cake came out of the oven, the smell had them all drooling in the kitchen.",,"[3, 5, 5, 5, 5]",4.6,0.8944271909999159,"[False, False, False, False, False]",684,The baby began to dribble with joy.
chemistry,the science of matter; the branch of the natural sciences dealing with the composition of substances and their properties and reactions,"Lily walked into the cluttered lab, inhaling the sharp scent of various chemicals. She could sense a peculiar bond forming, one that she couldn’t quite put her finger on. Mark, her lab partner, looked up from the experiment they had been working on together all week.","She really liked his smell, and the underlying chemistry was driving her mad.","She was very studiously minded, and she liked the challenge of the research experiment.","[3, 1, 4, 4, 2]",2.8,1.3038404810405297,"[False, False, False, False, False]",2077,Chemistry explores the properties of substances.
chemistry,the way two individuals relate to each other,"Lily walked into the cluttered lab, inhaling the sharp scent of various chemicals. She could sense a peculiar bond forming, one that she couldn’t quite put her finger on. Mark, her lab partner, looked up from the experiment they had been working on together all week.","She really liked his smell, and the underlying chemistry was driving her mad.","She was very studiously minded, and she liked the challenge of the research experiment.","[4, 5, 3, 3, 3]",3.6,0.8944271909999159,"[False, False, True, False, False]",2078,Their chemistry made the partnership struggle.
chemistry,the science of matter; the branch of the natural sciences dealing with the composition of substances and their properties and reactions,"Lily walked into the cluttered lab, inhaling the sharp scent of various chemicals. She could sense a peculiar bond forming, one that she couldn’t quite put her finger on. Mark, her lab partner, looked up from the experiment they had been working on together all week.","She really liked his smell, and the underlying chemistry was driving her mad.","""How did you make that happen?"" she asked excitedly.","[2, 2, 1, 3, 3]",2.2,0.8366600265340756,"[False, False, False, False, True]",2079,Chemistry explores the properties of substances.
chemistry,the way two individuals relate to each other,"Lily walked into the cluttered lab, inhaling the sharp scent of various chemicals. She could sense a peculiar bond forming, one that she couldn’t quite put her finger on. Mark, her lab partner, looked up from the experiment they had been working on together all week.","She really liked his smell, and the underlying chemistry was driving her mad.","""How did you make that happen?"" she asked excitedly.","[3, 4, 4, 5, 3]",3.8,0.8366600265340756,"[False, False, False, False, False]",2080,Their chemistry made the partnership struggle.
chemistry,the science of matter; the branch of the natural sciences dealing with the composition of substances and their properties and reactions,"Lily walked into the cluttered lab, inhaling the sharp scent of various chemicals. She could sense a peculiar bond forming, one that she couldn’t quite put her finger on. Mark, her lab partner, looked up from the experiment they had been working on together all week.","She really liked his smell, and the underlying chemistry was driving her mad.",,"[2, 2, 2, 1, 3]",2.0,0.7071067811865476,"[False, False, False, False, False]",2081,Chemistry explores the properties of substances.
chemistry,the way two individuals relate to each other,"Lily walked into the cluttered lab, inhaling the sharp scent of various chemicals. She could sense a peculiar bond forming, one that she couldn’t quite put her finger on. Mark, her lab partner, looked up from the experiment they had been working on together all week.","She really liked his smell, and the underlying chemistry was driving her mad.",,"[5, 5, 3, 3, 4]",4.0,1.0,"[False, False, False, False, False]",2082,Their chemistry made the partnership struggle.
legend,a story about mythical or supernatural beings or events,"Oliver had just discovered an old, dusty book in the attic. He flipped through its pages filled with mysterious illustrations. The details in each picture were captivating and prompted further curiosity.",He referred to a legend when speaking.,It was about King Arthur and his supposed exploits.,"[1, 4, 5, 5, 5]",4.0,1.7320508075688772,"[False, False, False, False, False]",2143,The legend tells of a hidden treasure.
legend,brief description accompanying an illustration,"Oliver had just discovered an old, dusty book in the attic. He flipped through its pages filled with mysterious illustrations. The details in each picture were captivating and prompted further curiosity.",He referred to a legend when speaking.,It was about King Arthur and his supposed exploits.,"[4, 1, 3, 1, 2]",2.2,1.3038404810405297,"[False, False, False, False, False]",2144,The map features a detailed legend.
legend,a story about mythical or supernatural beings or events,"Oliver had just discovered an old, dusty book in the attic. He flipped through its pages filled with mysterious illustrations. The details in each picture were captivating and prompted further curiosity.",He referred to a legend when speaking.,He was determined to trace the small text under the drawing so that he could solve its hidden meaning.,"[3, 4, 5, 5, 4]",4.2,0.8366600265340756,"[False, False, False, False, False]",2145,The legend tells of a hidden treasure.
legend,brief description accompanying an illustration,"Oliver had just discovered an old, dusty book in the attic. He flipped through its pages filled with mysterious illustrations. The details in each picture were captivating and prompted further curiosity.",He referred to a legend when speaking.,He was determined to trace the small text under the drawing so that he could solve its hidden meaning.,"[4, 1, 4, 5, 2]",3.2,1.6431676725154984,"[False, True, False, False, False]",2146,The map features a detailed legend.
legend,a story about mythical or supernatural beings or events,"Oliver had just discovered an old, dusty book in the attic. He flipped through its pages filled with mysterious illustrations. The details in each picture were captivating and prompted further curiosity.",He referred to a legend when speaking.,,"[3, 5, 3, 3, 5]",3.8,1.0954451150103321,"[False, False, False, False, False]",2147,The legend tells of a hidden treasure.
legend,brief description accompanying an illustration,"Oliver had just discovered an old, dusty book in the attic. He flipped through its pages filled with mysterious illustrations. The details in each picture were captivating and prompted further curiosity.",He referred to a legend when speaking.,,"[3, 3, 4, 2, 2]",2.8,0.8366600265340756,"[False, False, False, False, False]",2148,The map features a detailed legend.
snap,a fastener used on clothing; fastens with a snapping sound,"Alice had been working tirelessly on the dress for weeks. She aimed for perfection in every stitch and fold. Despite the challenges, she felt a mix of relief and anticipation as she neared the end.","She finished sewing the dress with a snap, making sure the final fastener was secure.","She sat back, relieved and happy that her creation was finally completed.","[4, 3, 5, 5, 4]",4.2,0.8366600265340756,"[False, False, False, False, False]",49,She quickly fastened her coat with a snap.
snap,separate or cause to separate abruptly,"Alice had been working tirelessly on the dress for weeks. She aimed for perfection in every stitch and fold. Despite the challenges, she felt a mix of relief and anticipation as she neared the end.","She finished sewing the dress with a snap, making sure the final fastener was secure.","She sat back, relieved and happy that her creation was finally completed.","[2, 1, 1, 2, 1]",1.4,0.5477225575051661,"[False, False, False, False, False]",50,The branch will snap under too much weight.
snap,a fastener used on clothing; fastens with a snapping sound,"Alice had been working tirelessly on the dress for weeks. She aimed for perfection in every stitch and fold. Despite the challenges, she felt a mix of relief and anticipation as she neared the end.","She finished sewing the dress with a snap, making sure the final fastener was secure.","She carefully packaged the dress, feeling confident that her sister would delight in this birthday present.","[3, 5, 5, 5, 4]",4.4,0.8944271909999159,"[False, False, False, False, False]",51,She quickly fastened her coat with a snap.
snap,separate or cause to separate abruptly,"Alice had been working tirelessly on the dress for weeks. She aimed for perfection in every stitch and fold. Despite the challenges, she felt a mix of relief and anticipation as she neared the end.","She finished sewing the dress with a snap, making sure the final fastener was secure.","She carefully packaged the dress, feeling confident that her sister would delight in this birthday present.","[1, 2, 2, 1, 2]",1.6,0.5477225575051661,"[False, False, False, False, False]",52,The branch will snap under too much weight.
snap,a fastener used on clothing; fastens with a snapping sound,"Alice had been working tirelessly on the dress for weeks. She aimed for perfection in every stitch and fold. Despite the challenges, she felt a mix of relief and anticipation as she neared the end.","She finished sewing the dress with a snap, making sure the final fastener was secure.",,"[3, 5, 5, 5, 3]",4.2,1.0954451150103321,"[False, False, False, False, False]",53,She quickly fastened her coat with a snap.
snap,separate or cause to separate abruptly,"Alice had been working tirelessly on the dress for weeks. She aimed for perfection in every stitch and fold. Despite the challenges, she felt a mix of relief and anticipation as she neared the end.","She finished sewing the dress with a snap, making sure the final fastener was secure.",,"[1, 1, 1, 1, 1]",1.0,0.0,"[False, False, False, False, False]",54,The branch will snap under too much weight.
snapped,"utter in an angry, sharp, or abrupt tone",The group wandered through the bustling market. Lively stalls displayed various inspiring sights and sounds. They each carried a small camera.,They snapped at many things.,"The crowd became overwhelming, and their irritation began to increase substantially.","[3, 5, 3, 3, 2]",3.2,1.0954451150103321,"[False, False, False, False, False]",487,"""She snapped at him unexpectedly."""
snapped,record on photographic film,The group wandered through the bustling market. Lively stalls displayed various inspiring sights and sounds. They each carried a small camera.,They snapped at many things.,"The crowd became overwhelming, and their irritation began to increase substantially.","[4, 5, 4, 5, 1]",3.8,1.6431676725154984,"[False, False, False, False, False]",488,I took a quick snap of the sunset.
snapped,"utter in an angry, sharp, or abrupt tone",The group wandered through the bustling market. Lively stalls displayed various inspiring sights and sounds. They each carried a small camera.,They snapped at many things.,The number of photos they took was causing a stir with the locals.,"[2, 2, 2, 1, 1]",1.6,0.5477225575051661,"[False, False, False, False, False]",489,"""She snapped at him unexpectedly."""
snapped,record on photographic film,The group wandered through the bustling market. Lively stalls displayed various inspiring sights and sounds. They each carried a small camera.,They snapped at many things.,The number of photos they took was causing a stir with the locals.,"[4, 3, 5, 5, 5]",4.4,0.8944271909999159,"[False, False, False, False, False]",490,I took a quick snap of the sunset.
snapped,"utter in an angry, sharp, or abrupt tone",The group wandered through the bustling market. Lively stalls displayed various inspiring sights and sounds. They each carried a small camera.,They snapped at many things.,,"[1, 2, 5, 1, 1]",2.0,1.7320508075688772,"[False, False, False, False, False]",491,"""She snapped at him unexpectedly."""
